Participant ID,time,watched_title,clean_title,watch_action_prefix,watch_action_language_hint,url,video_id,channel_title,channel_url,channel_id
Beata,2022-10-20 09:33:57.875000+00:00,Watched Demo video 298,Demo video 298,Watched,English,https://www.youtube.com/watch?v=VID00000298,VID00000298,Demo channel 037,https://www.youtube.com/channel/UCDEMOCHANNEL00000037,UCDEMOCHANNEL00000037
Beata,2022-10-18 12:02:57.892000+00:00,Watched Demo video 263,Demo video 263,Watched,English,https://www.youtube.com/watch?v=VID00000263,VID00000263,Demo channel 115,https://www.youtube.com/channel/UCDEMOCHANNEL00000115,UCDEMOCHANNEL00000115
Beata,2022-06-17 14:48:48.653000+00:00,Watched Demo video 016,Demo video 016,Watched,English,https://www.youtube.com/watch?v=VID00000016,VID00000016,Demo channel 099,https://www.youtube.com/channel/UCDEMOCHANNEL00000099,UCDEMOCHANNEL00000099
Beata,2022-01-14 17:07:11.835000+00:00,Watched Demo video 249,Demo video 249,Watched,English,https://www.youtube.com/watch?v=VID00000249,VID00000249,Demo channel 009,https://www.youtube.com/channel/UCDEMOCHANNEL00000009,UCDEMOCHANNEL00000009
Beata,2021-12-17 11:22:22.634000+00:00,Watched Demo video 074,Demo video 074,Watched,English,https://www.youtube.com/watch?v=VID00000074,VID00000074,Demo channel 066,https://www.youtube.com/channel/UCDEMOCHANNEL00000066,UCDEMOCHANNEL00000066
Beata,2021-07-29 11:42:19.505000+00:00,Watched Demo video 276,Demo video 276,Watched,English,https://www.youtube.com/watch?v=VID00000276,VID00000276,Demo channel 076,https://www.youtube.com/channel/UCDEMOCHANNEL00000076,UCDEMOCHANNEL00000076
Beata,2020-10-27 09:02:58.177000+00:00,Watched Demo video 135,Demo video 135,Watched,English,https://www.youtube.com/watch?v=VID00000135,VID00000135,Demo channel 022,https://www.youtube.com/channel/UCDEMOCHANNEL00000022,UCDEMOCHANNEL00000022
Beata,2020-08-24 12:52:10.188000+00:00,Watched Demo video 253,Demo video 253,Watched,English,https://www.youtube.com/watch?v=VID00000253,VID00000253,Demo channel 107,https://www.youtube.com/channel/UCDEMOCHANNEL00000107,UCDEMOCHANNEL00000107
Beata,2020-04-21 19:11:54.784000+00:00,Watched Demo video 214,Demo video 214,Watched,English,https://www.youtube.com/watch?v=VID00000214,VID00000214,Demo channel 019,https://www.youtube.com/channel/UCDEMOCHANNEL00000019,UCDEMOCHANNEL00000019
Beata,2020-04-17 08:14:43.738000+00:00,Watched Demo video 044,Demo video 044,Watched,English,https://www.youtube.com/watch?v=VID00000044,VID00000044,Demo channel 071,https://www.youtube.com/channel/UCDEMOCHANNEL00000071,UCDEMOCHANNEL00000071
Beata,2020-03-29 18:22:16.812000+00:00,Watched Demo video 169,Demo video 169,Watched,English,https://www.youtube.com/watch?v=VID00000169,VID00000169,Demo channel 064,https://www.youtube.com/channel/UCDEMOCHANNEL00000064,UCDEMOCHANNEL00000064
Beata,2020-03-23 11:10:22.309000+00:00,Watched Demo video 282,Demo video 282,Watched,English,https://www.youtube.com/watch?v=VID00000282,VID00000282,Demo channel 168,https://www.youtube.com/channel/UCDEMOCHANNEL00000168,UCDEMOCHANNEL00000168
Beata,2020-02-16 14:41:19.137000+00:00,Watched Demo video 076,Demo video 076,Watched,English,https://www.youtube.com/watch?v=VID00000076,VID00000076,Demo channel 127,https://www.youtube.com/channel/UCDEMOCHANNEL00000127,UCDEMOCHANNEL00000127
Beata,2019-10-23 18:27:27.889000+00:00,Watched Demo video 300,Demo video 300,Watched,English,https://www.youtube.com/watch?v=VID00000300,VID00000300,Demo channel 166,https://www.youtube.com/channel/UCDEMOCHANNEL00000166,UCDEMOCHANNEL00000166
Beata,2019-05-29 12:15:25.803000+00:00,Watched Demo video 005,Demo video 005,Watched,English,https://www.youtube.com/watch?v=VID00000005,VID00000005,Demo channel 028,https://www.youtube.com/channel/UCDEMOCHANNEL00000028,UCDEMOCHANNEL00000028
Beata,2019-05-09 09:13:03.763000+00:00,Watched Demo video 037,Demo video 037,Watched,English,https://www.youtube.com/watch?v=VID00000037,VID00000037,Demo channel 040,https://www.youtube.com/channel/UCDEMOCHANNEL00000040,UCDEMOCHANNEL00000040
Beata,2019-05-09 08:53:53.952000+00:00,Watched Demo video 113,Demo video 113,Watched,English,https://www.youtube.com/watch?v=VID00000113,VID00000113,Demo channel 004,https://www.youtube.com/channel/UCDEMOCHANNEL00000004,UCDEMOCHANNEL00000004
Beata,2019-03-16 20:46:51.914000+00:00,Watched Demo video 033,Demo video 033,Watched,English,https://www.youtube.com/watch?v=VID00000033,VID00000033,Demo channel 169,https://www.youtube.com/channel/UCDEMOCHANNEL00000169,UCDEMOCHANNEL00000169
Beata,2019-01-26 02:24:10.309000+00:00,Watched Demo video 286,Demo video 286,Watched,English,https://www.youtube.com/watch?v=VID00000286,VID00000286,Demo channel 139,https://www.youtube.com/channel/UCDEMOCHANNEL00000139,UCDEMOCHANNEL00000139
Beata,2018-04-03 22:46:19.677000+00:00,Watched Demo video 223,Demo video 223,Watched,English,https://www.youtube.com/watch?v=VID00000223,VID00000223,Demo channel 005,https://www.youtube.com/channel/UCDEMOCHANNEL00000005,UCDEMOCHANNEL00000005
Beata,2018-02-24 19:27:06.132000+00:00,Watched Demo video 001,Demo video 001,Watched,English,https://www.youtube.com/watch?v=VID00000001,VID00000001,Demo channel 154,https://www.youtube.com/channel/UCDEMOCHANNEL00000154,UCDEMOCHANNEL00000154
Beata,2018-02-22 11:05:51.971000+00:00,Watched Demo video 174,Demo video 174,Watched,English,https://www.youtube.com/watch?v=VID00000174,VID00000174,Demo channel 118,https://www.youtube.com/channel/UCDEMOCHANNEL00000118,UCDEMOCHANNEL00000118
Beata,2018-01-16 15:42:23.521000+00:00,Watched Demo video 009,Demo video 009,Watched,English,https://www.youtube.com/watch?v=VID00000009,VID00000009,,,
Beata,2017-11-27 14:56:57.406000+00:00,Watched Demo video 116,Demo video 116,Watched,English,https://www.youtube.com/watch?v=VID00000116,VID00000116,Demo channel 154,https://www.youtube.com/channel/UCDEMOCHANNEL00000154,UCDEMOCHANNEL00000154
Beata,2017-11-24 11:26:06.519000+00:00,Watched Demo video 035,Demo video 035,Watched,English,https://www.youtube.com/watch?v=VID00000035,VID00000035,,,
Beata,2017-06-19 08:52:30.015000+00:00,Watched Demo video 186,Demo video 186,Watched,English,https://www.youtube.com/watch?v=VID00000186,VID00000186,Demo channel 084,https://www.youtube.com/channel/UCDEMOCHANNEL00000084,UCDEMOCHANNEL00000084
Beata,2016-02-17 00:59:41.158000+00:00,Watched Demo video 142,Demo video 142,Watched,English,https://www.youtube.com/watch?v=VID00000142,VID00000142,Demo channel 088,https://www.youtube.com/channel/UCDEMOCHANNEL00000088,UCDEMOCHANNEL00000088
Beata,2016-02-17 00:49:30.041000+00:00,Watched Demo video 089,Demo video 089,Watched,English,https://www.youtube.com/watch?v=VID00000089,VID00000089,Demo channel 177,https://www.youtube.com/channel/UCDEMOCHANNEL00000177,UCDEMOCHANNEL00000177
Beata,2016-02-11 06:40:35.038000+00:00,Watched Demo video 296,Demo video 296,Watched,English,https://www.youtube.com/watch?v=VID00000296,VID00000296,Demo channel 171,https://www.youtube.com/channel/UCDEMOCHANNEL00000171,UCDEMOCHANNEL00000171
Beata,2015-11-02 14:53:59.985000+00:00,Watched Demo video 225,Demo video 225,Watched,English,https://www.youtube.com/watch?v=VID00000225,VID00000225,Demo channel 075,https://www.youtube.com/channel/UCDEMOCHANNEL00000075,UCDEMOCHANNEL00000075
Beata,2015-11-02 13:30:06.071000+00:00,Watched Demo video 027,Demo video 027,Watched,English,https://www.youtube.com/watch?v=VID00000027,VID00000027,Demo channel 012,https://www.youtube.com/channel/UCDEMOCHANNEL00000012,UCDEMOCHANNEL00000012
Beata,2015-10-20 07:19:12.241000+00:00,Watched Demo video 279,Demo video 279,Watched,English,https://www.youtube.com/watch?v=VID00000279,VID00000279,Demo channel 111,https://www.youtube.com/channel/UCDEMOCHANNEL00000111,UCDEMOCHANNEL00000111
Beata,2015-10-11 23:53:43.856000+00:00,Watched Demo video 227,Demo video 227,Watched,English,https://www.youtube.com/watch?v=VID00000227,VID00000227,Demo channel 010,https://www.youtube.com/channel/UCDEMOCHANNEL00000010,UCDEMOCHANNEL00000010
Beata,2015-09-20 17:57:34.281000+00:00,Watched Demo video 223,Demo video 223,Watched,English,https://www.youtube.com/watch?v=VID00000223,VID00000223,Demo channel 005,https://www.youtube.com/channel/UCDEMOCHANNEL00000005,UCDEMOCHANNEL00000005
Beata,2015-08-31 20:39:47.106000+00:00,Watched Demo video 088,Demo video 088,Watched,English,https://www.youtube.com/watch?v=VID00000088,VID00000088,Demo channel 029,https://www.youtube.com/channel/UCDEMOCHANNEL00000029,UCDEMOCHANNEL00000029
Beata,2015-08-30 15:55:31.573000+00:00,Watched Demo video 049,Demo video 049,Watched,English,https://www.youtube.com/watch?v=VID00000049,VID00000049,Demo channel 029,https://www.youtube.com/channel/UCDEMOCHANNEL00000029,UCDEMOCHANNEL00000029
Beata,2015-08-27 13:05:42.777000+00:00,Watched Demo video 262,Demo video 262,Watched,English,https://www.youtube.com/watch?v=VID00000262,VID00000262,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Beata,2015-08-18 13:27:10.296000+00:00,Watched Demo video 309,Demo video 309,Watched,English,https://www.youtube.com/watch?v=VID00000309,VID00000309,Demo channel 119,https://www.youtube.com/channel/UCDEMOCHANNEL00000119,UCDEMOCHANNEL00000119
Beata,2015-08-15 17:11:48.221000+00:00,Watched Demo video 259,Demo video 259,Watched,English,https://www.youtube.com/watch?v=VID00000259,VID00000259,Demo channel 043,https://www.youtube.com/channel/UCDEMOCHANNEL00000043,UCDEMOCHANNEL00000043
Beata,2015-08-14 22:54:47.786000+00:00,Watched Demo video 236,Demo video 236,Watched,English,https://www.youtube.com/watch?v=VID00000236,VID00000236,,,
Beata,2015-08-14 14:39:16.941000+00:00,Watched Demo video 311,Demo video 311,Watched,English,https://www.youtube.com/watch?v=VID00000311,VID00000311,Demo channel 120,https://www.youtube.com/channel/UCDEMOCHANNEL00000120,UCDEMOCHANNEL00000120
Beata,2015-08-11 02:46:51.737000+00:00,Watched Demo video 192,Demo video 192,Watched,English,https://www.youtube.com/watch?v=VID00000192,VID00000192,Demo channel 017,https://www.youtube.com/channel/UCDEMOCHANNEL00000017,UCDEMOCHANNEL00000017
Beata,2015-08-11 02:41:07.804000+00:00,Watched Demo video 175,Demo video 175,Watched,English,https://www.youtube.com/watch?v=VID00000175,VID00000175,Demo channel 017,https://www.youtube.com/channel/UCDEMOCHANNEL00000017,UCDEMOCHANNEL00000017
Beata,2015-08-09 04:31:31.913000+00:00,Watched Demo video 019,Demo video 019,Watched,English,https://www.youtube.com/watch?v=VID00000019,VID00000019,Demo channel 017,https://www.youtube.com/channel/UCDEMOCHANNEL00000017,UCDEMOCHANNEL00000017
Beata,2015-08-07 15:10:39.936000+00:00,Watched Demo video 179,Demo video 179,Watched,English,https://www.youtube.com/watch?v=VID00000179,VID00000179,Demo channel 065,https://www.youtube.com/channel/UCDEMOCHANNEL00000065,UCDEMOCHANNEL00000065
Beata,2015-08-07 01:55:16.489000+00:00,Watched Demo video 082,Demo video 082,Watched,English,https://www.youtube.com/watch?v=VID00000082,VID00000082,,,
Beata,2015-08-05 09:56:44.148000+00:00,Watched Demo video 190,Demo video 190,Watched,English,https://www.youtube.com/watch?v=VID00000190,VID00000190,Demo channel 128,https://www.youtube.com/channel/UCDEMOCHANNEL00000128,UCDEMOCHANNEL00000128
Beata,2015-07-28 21:43:09.746000+00:00,Watched Demo video 108,Demo video 108,Watched,English,https://www.youtube.com/watch?v=VID00000108,VID00000108,,,
Beata,2015-07-27 19:19:05.062000+00:00,Watched Demo video 102,Demo video 102,Watched,English,https://www.youtube.com/watch?v=VID00000102,VID00000102,Demo channel 052,https://www.youtube.com/channel/UCDEMOCHANNEL00000052,UCDEMOCHANNEL00000052
Beata,2015-07-22 09:26:21.048000+00:00,Watched Demo video 055,Demo video 055,Watched,English,https://www.youtube.com/watch?v=VID00000055,VID00000055,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Beata,2015-07-20 14:00:57.353000+00:00,Watched Demo video 172,Demo video 172,Watched,English,https://www.youtube.com/watch?v=VID00000172,VID00000172,Demo channel 086,https://www.youtube.com/channel/UCDEMOCHANNEL00000086,UCDEMOCHANNEL00000086
Beata,2015-07-18 18:44:41.715000+00:00,Watched Demo video 250,Demo video 250,Watched,English,https://www.youtube.com/watch?v=VID00000250,VID00000250,Demo channel 182,https://www.youtube.com/channel/UCDEMOCHANNEL00000182,UCDEMOCHANNEL00000182
Beata,2015-07-17 12:12:54.020000+00:00,Watched Demo video 146,Demo video 146,Watched,English,https://www.youtube.com/watch?v=VID00000146,VID00000146,Demo channel 126,https://www.youtube.com/channel/UCDEMOCHANNEL00000126,UCDEMOCHANNEL00000126
Beata,2015-07-15 14:37:02.071000+00:00,Watched Demo video 091,Demo video 091,Watched,English,https://www.youtube.com/watch?v=VID00000091,VID00000091,Demo channel 106,https://www.youtube.com/channel/UCDEMOCHANNEL00000106,UCDEMOCHANNEL00000106
Beata,2015-07-15 09:15:16.406000+00:00,Watched Demo video 137,Demo video 137,Watched,English,https://www.youtube.com/watch?v=VID00000137,VID00000137,Demo channel 082,https://www.youtube.com/channel/UCDEMOCHANNEL00000082,UCDEMOCHANNEL00000082
Beata,2015-06-27 03:59:12.357000+00:00,Watched Demo video 053,Demo video 053,Watched,English,https://www.youtube.com/watch?v=VID00000053,VID00000053,Demo channel 003,https://www.youtube.com/channel/UCDEMOCHANNEL00000003,UCDEMOCHANNEL00000003
Beata,2015-06-11 23:24:34.949000+00:00,Watched Demo video 242,Demo video 242,Watched,English,https://www.youtube.com/watch?v=VID00000242,VID00000242,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Beata,2015-06-10 14:52:47.373000+00:00,Watched Demo video 086,Demo video 086,Watched,English,https://www.youtube.com/watch?v=VID00000086,VID00000086,,,
Beata,2015-06-09 16:56:07.900000+00:00,Watched Demo video 203,Demo video 203,Watched,English,https://www.youtube.com/watch?v=VID00000203,VID00000203,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Beata,2015-06-09 03:04:24.085000+00:00,Watched Demo video 313,Demo video 313,Watched,English,https://www.youtube.com/watch?v=VID00000313,VID00000313,Demo channel 104,https://www.youtube.com/channel/UCDEMOCHANNEL00000104,UCDEMOCHANNEL00000104
Beata,2015-06-04 21:46:02.518000+00:00,Watched Demo video 245,Demo video 245,Watched,English,https://www.youtube.com/watch?v=VID00000245,VID00000245,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Beata,2015-06-02 06:48:00.808000+00:00,Watched Demo video 065,Demo video 065,Watched,English,https://www.youtube.com/watch?v=VID00000065,VID00000065,,,
Beata,2015-05-28 17:28:47.875000+00:00,Watched Demo video 246,Demo video 246,Watched,English,https://www.youtube.com/watch?v=VID00000246,VID00000246,Demo channel 117,https://www.youtube.com/channel/UCDEMOCHANNEL00000117,UCDEMOCHANNEL00000117
Beata,2015-05-28 09:36:04.366000+00:00,Watched Demo video 232,Demo video 232,Watched,English,https://www.youtube.com/watch?v=VID00000232,VID00000232,,,
Beata,2015-05-09 12:53:25.940000+00:00,Watched Demo video 132,Demo video 132,Watched,English,https://www.youtube.com/watch?v=VID00000132,VID00000132,Demo channel 073,https://www.youtube.com/channel/UCDEMOCHANNEL00000073,UCDEMOCHANNEL00000073
Beata,2015-04-21 17:32:13.358000+00:00,Watched Demo video 092,Demo video 092,Watched,English,https://www.youtube.com/watch?v=VID00000092,VID00000092,Demo channel 098,https://www.youtube.com/channel/UCDEMOCHANNEL00000098,UCDEMOCHANNEL00000098
Beata,2015-04-19 16:30:08.374000+00:00,Watched Demo video 244,Demo video 244,Watched,English,https://www.youtube.com/watch?v=VID00000244,VID00000244,Demo channel 095,https://www.youtube.com/channel/UCDEMOCHANNEL00000095,UCDEMOCHANNEL00000095
Beata,2015-04-14 15:06:59.910000+00:00,Watched Demo video 215,Demo video 215,Watched,English,https://www.youtube.com/watch?v=VID00000215,VID00000215,Demo channel 047,https://www.youtube.com/channel/UCDEMOCHANNEL00000047,UCDEMOCHANNEL00000047
Carmen,2025-03-26 13:12:19.748000+00:00,Watched Demo video 165,Demo video 165,Watched,English,https://www.youtube.com/watch?v=VID00000165,VID00000165,Demo channel 142,https://www.youtube.com/channel/UCDEMOCHANNEL00000142,UCDEMOCHANNEL00000142
Carmen,2025-02-04 21:35:35.844000+00:00,Watched Demo video 204,Demo video 204,Watched,English,https://www.youtube.com/watch?v=VID00000204,VID00000204,Demo channel 172,https://www.youtube.com/channel/UCDEMOCHANNEL00000172,UCDEMOCHANNEL00000172
Carmen,2024-12-28 14:04:42.593000+00:00,Watched Demo video 155,Demo video 155,Watched,English,https://www.youtube.com/watch?v=VID00000155,VID00000155,Demo channel 161,https://www.youtube.com/channel/UCDEMOCHANNEL00000161,UCDEMOCHANNEL00000161
Carmen,2024-12-28 14:03:28.948000+00:00,Watched Demo video 022,Demo video 022,Watched,English,https://www.youtube.com/watch?v=VID00000022,VID00000022,Demo channel 041,https://www.youtube.com/channel/UCDEMOCHANNEL00000041,UCDEMOCHANNEL00000041
Carmen,2024-10-30 21:58:57.101000+00:00,Watched Demo video 011,Demo video 011,Watched,English,https://www.youtube.com/watch?v=VID00000011,VID00000011,,,
Carmen,2024-10-22 21:39:17.775000+00:00,Watched Demo video 010,Demo video 010,Watched,English,https://www.youtube.com/watch?v=VID00000010,VID00000010,Demo channel 164,https://www.youtube.com/channel/UCDEMOCHANNEL00000164,UCDEMOCHANNEL00000164
Carmen,2024-08-19 08:58:40.201000+00:00,Watched Demo video 100,Demo video 100,Watched,English,https://www.youtube.com/watch?v=VID00000100,VID00000100,Demo channel 109,https://www.youtube.com/channel/UCDEMOCHANNEL00000109,UCDEMOCHANNEL00000109
Carmen,2024-08-16 06:45:29.136000+00:00,Watched Demo video 191,Demo video 191,Watched,English,https://www.youtube.com/watch?v=VID00000191,VID00000191,Demo channel 109,https://www.youtube.com/channel/UCDEMOCHANNEL00000109,UCDEMOCHANNEL00000109
Carmen,2024-08-13 14:28:47.257000+00:00,Watched Demo video 023,Demo video 023,Watched,English,https://www.youtube.com/watch?v=VID00000023,VID00000023,Demo channel 108,https://www.youtube.com/channel/UCDEMOCHANNEL00000108,UCDEMOCHANNEL00000108
Carmen,2024-08-01 08:25:02.451000+00:00,Watched Demo video 152,Demo video 152,Watched,English,https://www.youtube.com/watch?v=VID00000152,VID00000152,Demo channel 079,https://www.youtube.com/channel/UCDEMOCHANNEL00000079,UCDEMOCHANNEL00000079
Carmen,2024-08-01 08:21:52.876000+00:00,Watched Demo video 002,Demo video 002,Watched,English,https://www.youtube.com/watch?v=VID00000002,VID00000002,Demo channel 092,https://www.youtube.com/channel/UCDEMOCHANNEL00000092,UCDEMOCHANNEL00000092
Carmen,2024-04-27 11:01:43.505000+00:00,Watched Demo video 128,Demo video 128,Watched,English,https://www.youtube.com/watch?v=VID00000128,VID00000128,Demo channel 093,https://www.youtube.com/channel/UCDEMOCHANNEL00000093,UCDEMOCHANNEL00000093
Carmen,2024-04-25 08:03:43.985000+00:00,Watched Demo video 185,Demo video 185,Watched,English,https://www.youtube.com/watch?v=VID00000185,VID00000185,Demo channel 134,https://www.youtube.com/channel/UCDEMOCHANNEL00000134,UCDEMOCHANNEL00000134
Carmen,2024-04-14 09:03:11.656000+00:00,Watched Demo video 124,Demo video 124,Watched,English,https://www.youtube.com/watch?v=VID00000124,VID00000124,Demo channel 087,https://www.youtube.com/channel/UCDEMOCHANNEL00000087,UCDEMOCHANNEL00000087
Carmen,2024-04-11 05:46:25.657000+00:00,Watched Demo video 156,Demo video 156,Watched,English,https://www.youtube.com/watch?v=VID00000156,VID00000156,Demo channel 175,https://www.youtube.com/channel/UCDEMOCHANNEL00000175,UCDEMOCHANNEL00000175
Carmen,2024-02-20 13:59:42.054000+00:00,Watched Demo video 096,Demo video 096,Watched,English,https://www.youtube.com/watch?v=VID00000096,VID00000096,,,
Carmen,2024-02-17 21:25:36.548000+00:00,Watched Demo video 127,Demo video 127,Watched,English,https://www.youtube.com/watch?v=VID00000127,VID00000127,Demo channel 167,https://www.youtube.com/channel/UCDEMOCHANNEL00000167,UCDEMOCHANNEL00000167
Carmen,2023-12-06 12:02:37.574000+00:00,Watched Demo video 080,Demo video 080,Watched,English,https://www.youtube.com/watch?v=VID00000080,VID00000080,Demo channel 179,https://www.youtube.com/channel/UCDEMOCHANNEL00000179,UCDEMOCHANNEL00000179
Carmen,2023-11-02 16:02:17.782000+00:00,Watched Demo video 097,Demo video 097,Watched,English,https://www.youtube.com/watch?v=VID00000097,VID00000097,Demo channel 068,https://www.youtube.com/channel/UCDEMOCHANNEL00000068,UCDEMOCHANNEL00000068
Carmen,2023-09-23 13:23:18.392000+00:00,Watched Demo video 134,Demo video 134,Watched,English,https://www.youtube.com/watch?v=VID00000134,VID00000134,Demo channel 048,https://www.youtube.com/channel/UCDEMOCHANNEL00000048,UCDEMOCHANNEL00000048
Carmen,2023-08-24 06:24:03.319000+00:00,Watched Demo video 271,Demo video 271,Watched,English,https://www.youtube.com/watch?v=VID00000271,VID00000271,Demo channel 129,https://www.youtube.com/channel/UCDEMOCHANNEL00000129,UCDEMOCHANNEL00000129
Carmen,2023-08-11 11:03:03.694000+00:00,Watched Demo video 017,Demo video 017,Watched,English,https://www.youtube.com/watch?v=VID00000017,VID00000017,Demo channel 119,https://www.youtube.com/channel/UCDEMOCHANNEL00000119,UCDEMOCHANNEL00000119
Carmen,2023-06-09 07:36:39.259000+00:00,Watched Demo video 285,Demo video 285,Watched,English,https://www.youtube.com/watch?v=VID00000285,VID00000285,Demo channel 144,https://www.youtube.com/channel/UCDEMOCHANNEL00000144,UCDEMOCHANNEL00000144
Carmen,2022-10-21 10:47:24.239000+00:00,Watched Demo video 197,Demo video 197,Watched,English,https://www.youtube.com/watch?v=VID00000197,VID00000197,Demo channel 103,https://www.youtube.com/channel/UCDEMOCHANNEL00000103,UCDEMOCHANNEL00000103
Carmen,2022-07-01 15:49:30.206000+00:00,Watched Demo video 095,Demo video 095,Watched,English,https://www.youtube.com/watch?v=VID00000095,VID00000095,Demo channel 151,https://www.youtube.com/channel/UCDEMOCHANNEL00000151,UCDEMOCHANNEL00000151
Carmen,2022-06-17 14:40:19.111000+00:00,Watched Demo video 180,Demo video 180,Watched,English,https://www.youtube.com/watch?v=VID00000180,VID00000180,Demo channel 150,https://www.youtube.com/channel/UCDEMOCHANNEL00000150,UCDEMOCHANNEL00000150
Carmen,2021-07-29 11:44:24.889000+00:00,Watched Demo video 038,Demo video 038,Watched,English,https://www.youtube.com/watch?v=VID00000038,VID00000038,Demo channel 076,https://www.youtube.com/channel/UCDEMOCHANNEL00000076,UCDEMOCHANNEL00000076
Carmen,2021-07-29 10:19:57.794000+00:00,Watched Demo video 057,Demo video 057,Watched,English,https://www.youtube.com/watch?v=VID00000057,VID00000057,Demo channel 149,https://www.youtube.com/channel/UCDEMOCHANNEL00000149,UCDEMOCHANNEL00000149
Carmen,2021-05-05 22:27:39.435000+00:00,Watched Demo video 070,Demo video 070,Watched,English,https://www.youtube.com/watch?v=VID00000070,VID00000070,Demo channel 178,https://www.youtube.com/channel/UCDEMOCHANNEL00000178,UCDEMOCHANNEL00000178
Carmen,2021-01-12 21:13:03.355000+00:00,Watched Demo video 303,Demo video 303,Watched,English,https://www.youtube.com/watch?v=VID00000303,VID00000303,Demo channel 102,https://www.youtube.com/channel/UCDEMOCHANNEL00000102,UCDEMOCHANNEL00000102
Carmen,2020-12-01 10:28:35.902000+00:00,Watched Demo video 154,Demo video 154,Watched,English,https://www.youtube.com/watch?v=VID00000154,VID00000154,Demo channel 157,https://www.youtube.com/channel/UCDEMOCHANNEL00000157,UCDEMOCHANNEL00000157
Carmen,2020-10-27 08:41:02.068000+00:00,Watched Demo video 141,Demo video 141,Watched,English,https://www.youtube.com/watch?v=VID00000141,VID00000141,Demo channel 022,https://www.youtube.com/channel/UCDEMOCHANNEL00000022,UCDEMOCHANNEL00000022
Carmen,2020-08-24 12:45:29.993000+00:00,Watched Demo video 170,Demo video 170,Watched,English,https://www.youtube.com/watch?v=VID00000170,VID00000170,Demo channel 024,https://www.youtube.com/channel/UCDEMOCHANNEL00000024,UCDEMOCHANNEL00000024
Carmen,2020-05-22 10:56:27.743000+00:00,Watched Demo video 293,Demo video 293,Watched,English,https://www.youtube.com/watch?v=VID00000293,VID00000293,Demo channel 110,https://www.youtube.com/channel/UCDEMOCHANNEL00000110,UCDEMOCHANNEL00000110
Carmen,2020-03-29 18:20:31.312000+00:00,Watched Demo video 206,Demo video 206,Watched,English,https://www.youtube.com/watch?v=VID00000206,VID00000206,Demo channel 064,https://www.youtube.com/channel/UCDEMOCHANNEL00000064,UCDEMOCHANNEL00000064
Carmen,2020-03-23 11:09:01.794000+00:00,Watched Demo video 183,Demo video 183,Watched,English,https://www.youtube.com/watch?v=VID00000183,VID00000183,Demo channel 033,https://www.youtube.com/channel/UCDEMOCHANNEL00000033,UCDEMOCHANNEL00000033
Carmen,2020-03-21 19:44:03.387000+00:00,Watched Demo video 274,Demo video 274,Watched,English,https://www.youtube.com/watch?v=VID00000274,VID00000274,Demo channel 146,https://www.youtube.com/channel/UCDEMOCHANNEL00000146,UCDEMOCHANNEL00000146
Carmen,2019-10-02 13:24:12.568000+00:00,Watched Demo video 257,Demo video 257,Watched,English,https://www.youtube.com/watch?v=VID00000257,VID00000257,Demo channel 049,https://www.youtube.com/channel/UCDEMOCHANNEL00000049,UCDEMOCHANNEL00000049
Carmen,2019-08-11 21:07:37.440000+00:00,Watched Demo video 299,Demo video 299,Watched,English,https://www.youtube.com/watch?v=VID00000299,VID00000299,,,
Carmen,2019-07-20 12:41:59.130000+00:00,Watched Demo video 036,Demo video 036,Watched,English,https://www.youtube.com/watch?v=VID00000036,VID00000036,Demo channel 169,https://www.youtube.com/channel/UCDEMOCHANNEL00000169,UCDEMOCHANNEL00000169
Carmen,2019-07-10 22:21:24.181000+00:00,Watched Demo video 267,Demo video 267,Watched,English,https://www.youtube.com/watch?v=VID00000267,VID00000267,Demo channel 070,https://www.youtube.com/channel/UCDEMOCHANNEL00000070,UCDEMOCHANNEL00000070
Carmen,2019-05-25 08:26:03.088000+00:00,Watched Demo video 220,Demo video 220,Watched,English,https://www.youtube.com/watch?v=VID00000220,VID00000220,,,
Carmen,2019-03-16 20:27:45.203000+00:00,Watched Demo video 087,Demo video 087,Watched,English,https://www.youtube.com/watch?v=VID00000087,VID00000087,Demo channel 169,https://www.youtube.com/channel/UCDEMOCHANNEL00000169,UCDEMOCHANNEL00000169
Carmen,2019-03-13 11:14:44.144000+00:00,Watched Demo video 114,Demo video 114,Watched,English,https://www.youtube.com/watch?v=VID00000114,VID00000114,Demo channel 063,https://www.youtube.com/channel/UCDEMOCHANNEL00000063,UCDEMOCHANNEL00000063
Carmen,2019-02-20 11:10:54.237000+00:00,Watched Demo video 040,Demo video 040,Watched,English,https://www.youtube.com/watch?v=VID00000040,VID00000040,Demo channel 180,https://www.youtube.com/channel/UCDEMOCHANNEL00000180,UCDEMOCHANNEL00000180
Carmen,2019-02-20 11:08:00.042000+00:00,Watched Demo video 258,Demo video 258,Watched,English,https://www.youtube.com/watch?v=VID00000258,VID00000258,Demo channel 090,https://www.youtube.com/channel/UCDEMOCHANNEL00000090,UCDEMOCHANNEL00000090
